session_id,scenario_group,split,planned_label,service,mode,is_genai,profile,status,date,packet_file,ready_time,duration,provenance,device_id,app_version,capture_drops
g15-c3-p0,scenario-15,validation,ai_b_video,Service B,video,1,good,planned,,,,60,real,,,
g15-c0-p1,scenario-15,validation,ai_a_voice,Service A,voice,1,constrained,planned,,,,60,real,,,
g12-c0-p1,scenario-12,validation,ai_a_voice,Service A,voice,1,constrained,planned,,,,60,real,,,
g13-c0-p0,scenario-13,validation,ai_a_voice,Service A,voice,1,good,planned,,,,60,real,,,
g13-c4-p2,scenario-13,validation,conventional_voice,Conventional,voice,0,lossy,planned,,,,60,real,,,
g13-c2-p1,scenario-13,validation,ai_b_voice,Service B,voice,1,constrained,planned,,,,60,real,,,
g14-c1-p0,scenario-14,validation,ai_a_video,Service A,video,1,good,planned,,,,60,real,,,
g13-c3-p0,scenario-13,validation,ai_b_video,Service B,video,1,good,planned,,,,60,real,,,
g14-c4-p1,scenario-14,validation,conventional_voice,Conventional,voice,0,constrained,planned,,,,60,real,,,
g19-c3-p1,scenario-19,test,ai_b_video,Service B,video,1,constrained,planned,,,,60,real,,,
g19-c3-p0,scenario-19,test,ai_b_video,Service B,video,1,good,planned,,,,60,real,,,
g16-c3-p0,scenario-16,test,ai_b_video,Service B,video,1,good,planned,,,,60,real,,,
g16-c2-p2,scenario-16,test,ai_b_voice,Service B,voice,1,lossy,planned,,,,60,real,,,
g19-c4-p0,scenario-19,test,conventional_voice,Conventional,voice,0,good,planned,,,,60,real,,,
g17-c5-p2,scenario-17,test,conventional_video,Conventional,video,0,lossy,planned,,,,60,real,,,
g16-c4-p0,scenario-16,test,conventional_voice,Conventional,voice,0,good,planned,,,,60,real,,,
g17-c2-p0,scenario-17,test,ai_b_voice,Service B,voice,1,good,planned,,,,60,real,,,
g18-c4-p1,scenario-18,test,conventional_voice,Conventional,voice,0,constrained,planned,,,,60,real,,,
g18-c0-p1,scenario-18,test,ai_a_voice,Service A,voice,1,constrained,planned,,,,60,real,,,
g17-c4-p1,scenario-17,test,conventional_voice,Conventional,voice,0,constrained,planned,,,,60,real,,,
g18-c2-p0,scenario-18,test,ai_b_voice,Service B,voice,1,good,planned,,,,60,real,,,
g18-c2-p2,scenario-18,test,ai_b_voice,Service B,voice,1,lossy,planned,,,,60,real,,,
g17-c1-p2,scenario-17,test,ai_a_video,Service A,video,1,lossy,planned,,,,60,real,,,
g19-c1-p2,scenario-19,test,ai_a_video,Service A,video,1,lossy,planned,,,,60,real,,,
g17-c1-p0,scenario-17,test,ai_a_video,Service A,video,1,good,planned,,,,60,real,,,
g17-c3-p0,scenario-17,test,ai_b_video,Service B,video,1,good,planned,,,,60,real,,,
g17-c5-p1,scenario-17,test,conventional_video,Conventional,video,0,constrained,planned,,,,60,real,,,
g19-c5-p2,scenario-19,test,conventional_video,Conventional,video,0,lossy,planned,,,,60,real,,,
g16-c2-p0,scenario-16,test,ai_b_voice,Service B,voice,1,good,planned,,,,60,real,,,
g17-c3-p1,scenario-17,test,ai_b_video,Service B,video,1,constrained,planned,,,,60,real,,,
g16-c4-p1,scenario-16,test,conventional_voice,Conventional,voice,0,constrained,planned,,,,60,real,,,
g19-c0-p0,scenario-19,test,ai_a_voice,Service A,voice,1,good,planned,,,,60,real,,,
g18-c3-p1,scenario-18,test,ai_b_video,Service B,video,1,constrained,planned,,,,60,real,,,
g19-c2-p1,scenario-19,test,ai_b_voice,Service B,voice,1,constrained,planned,,,,60,real,,,
g16-c4-p2,scenario-16,test,conventional_voice,Conventional,voice,0,lossy,planned,,,,60,real,,,
g16-c5-p0,scenario-16,test,conventional_video,Conventional,video,0,good,planned,,,,60,real,,,
g17-c3-p2,scenario-17,test,ai_b_video,Service B,video,1,lossy,planned,,,,60,real,,,
g16-c0-p2,scenario-16,test,ai_a_voice,Service A,voice,1,lossy,planned,,,,60,real,,,
g19-c2-p0,scenario-19,test,ai_b_voice,Service B,voice,1,good,planned,,,,60,real,,,
g16-c3-p2,scenario-16,test,ai_b_video,Service B,video,1,lossy,planned,,,,60,real,,,
g18-c5-p2,scenario-18,test,conventional_video,Conventional,video,0,lossy,planned,,,,60,real,,,
g19-c0-p1,scenario-19,test,ai_a_voice,Service A,voice,1,constrained,planned,,,,60,real,,,
g17-c0-p0,scenario-17,test,ai_a_voice,Service A,voice,1,good,planned,,,,60,real,,,
g16-c1-p1,scenario-16,test,ai_a_video,Service A,video,1,constrained,planned,,,,60,real,,,
g17-c0-p1,scenario-17,test,ai_a_voice,Service A,voice,1,constrained,planned,,,,60,real,,,
g19-c2-p2,scenario-19,test,ai_b_voice,Service B,voice,1,lossy,planned,,,,60,real,,,
g19-c5-p1,scenario-19,test,conventional_video,Conventional,video,0,constrained,planned,,,,60,real,,,
g18-c1-p2,scenario-18,test,ai_a_video,Service A,video,1,lossy,planned,,,,60,real,,,
g16-c3-p1,scenario-16,test,ai_b_video,Service B,video,1,constrained,planned,,,,60,real,,,
g16-c2-p1,scenario-16,test,ai_b_voice,Service B,voice,1,constrained,planned,,,,60,real,,,
g18-c3-p2,scenario-18,test,ai_b_video,Service B,video,1,lossy,planned,,,,60,real,,,
g18-c1-p1,scenario-18,test,ai_a_video,Service A,video,1,constrained,planned,,,,60,real,,,
g19-c5-p0,scenario-19,test,conventional_video,Conventional,video,0,good,planned,,,,60,real,,,
g19-c0-p2,scenario-19,test,ai_a_voice,Service A,voice,1,lossy,planned,,,,60,real,,,
g16-c5-p2,scenario-16,test,conventional_video,Conventional,video,0,lossy,planned,,,,60,real,,,
g19-c3-p2,scenario-19,test,ai_b_video,Service B,video,1,lossy,planned,,,,60,real,,,
g16-c0-p0,scenario-16,test,ai_a_voice,Service A,voice,1,good,planned,,,,60,real,,,
g18-c2-p1,scenario-18,test,ai_b_voice,Service B,voice,1,constrained,planned,,,,60,real,,,
g17-c4-p2,scenario-17,test,conventional_voice,Conventional,voice,0,lossy,planned,,,,60,real,,,
g17-c4-p0,scenario-17,test,conventional_voice,Conventional,voice,0,good,planned,,,,60,real,,,
g19-c4-p2,scenario-19,test,conventional_voice,Conventional,voice,0,lossy,planned,,,,60,real,,,
g18-c0-p0,scenario-18,test,ai_a_voice,Service A,voice,1,good,planned,,,,60,real,,,
g16-c5-p1,scenario-16,test,conventional_video,Conventional,video,0,constrained,planned,,,,60,real,,,
g16-c1-p2,scenario-16,test,ai_a_video,Service A,video,1,lossy,planned,,,,60,real,,,
g16-c0-p1,scenario-16,test,ai_a_voice,Service A,voice,1,constrained,planned,,,,60,real,,,
g18-c1-p0,scenario-18,test,ai_a_video,Service A,video,1,good,planned,,,,60,real,,,
g17-c2-p1,scenario-17,test,ai_b_voice,Service B,voice,1,constrained,planned,,,,60,real,,,
g17-c5-p0,scenario-17,test,conventional_video,Conventional,video,0,good,planned,,,,60,real,,,
g18-c5-p0,scenario-18,test,conventional_video,Conventional,video,0,good,planned,,,,60,real,,,
g19-c1-p1,scenario-19,test,ai_a_video,Service A,video,1,constrained,planned,,,,60,real,,,
g17-c0-p2,scenario-17,test,ai_a_voice,Service A,voice,1,lossy,planned,,,,60,real,,,
g17-c2-p2,scenario-17,test,ai_b_voice,Service B,voice,1,lossy,planned,,,,60,real,,,
g18-c5-p1,scenario-18,test,conventional_video,Conventional,video,0,constrained,planned,,,,60,real,,,
g18-c0-p2,scenario-18,test,ai_a_voice,Service A,voice,1,lossy,planned,,,,60,real,,,
g16-c1-p0,scenario-16,test,ai_a_video,Service A,video,1,good,planned,,,,60,real,,,
g18-c3-p0,scenario-18,test,ai_b_video,Service B,video,1,good,planned,,,,60,real,,,
g18-c4-p0,scenario-18,test,conventional_voice,Conventional,voice,0,good,planned,,,,60,real,,,
g19-c1-p0,scenario-19,test,ai_a_video,Service A,video,1,good,planned,,,,60,real,,,
g17-c1-p1,scenario-17,test,ai_a_video,Service A,video,1,constrained,planned,,,,60,real,,,
g19-c4-p1,scenario-19,test,conventional_voice,Conventional,voice,0,constrained,planned,,,,60,real,,,
g18-c4-p2,scenario-18,test,conventional_voice,Conventional,voice,0,lossy,planned,,,,60,real,,,
